art_id,token
2,"[('자료', 'NNG'), ('구조', 'NNG'), ('는', 'JX')]"
2,"[('스택', 'NNG'), ('큐', 'NNG')]"
2,"[('정도', 'NNG')]"
2,"[('알', 'VV'), ('고', 'EC'), ('있', 'VX'), ('고', 'EC')]"
2,"[('그', 'MM')]"
2,"[('외', 'NNG'), ('는', 'JX')]"
2,"[('잘', 'MAG')]"
2,"[('모르', 'VV'), ('는', 'ETM')]"
2,"[('정도', 'NNG'), ('입니다', 'VCP+EF'), ('현재', 'NNG'), ('는', 'JX')]"
2,"[('자바', 'NNG'), ('의', 'NNG')]"
2,"[('정석', 'NNP'), ('이랑', 'JC')]"
2,"[('알고리즘', 'NNG'), ('자료', 'NNG'), ('구조', 'NNG')]"
2,"[('책', 'NNG')]"
2,"[('사', 'VV'), ('서', 'EC')]"
2,"[('공부', 'NNG'), ('중', 'NNB'), ('에', 'JKB')]"
2,"[('있', 'VA'), ('습니다', 'EF')]"
2,"[('백', 'NR'), ('엔드', 'NNG')]"
2,"[('진로', 'NNG')]"
2,"[('생각', 'NNG')]"
2,"[('중입니다', 'NNG+VCP+EF'), ('부트', 'NNG'), ('캠프', 'NNG'), ('가', 'JKS')]"
2,"[('도움', 'NNG'), ('이', 'JKS')]"
2,"[('될', 'VV+ETM')]"
2,"[('것', 'NNB')]"
2,"[('같', 'VA'), ('아', 'EC')]"
2,"[('찾', 'VV'), ('아', 'EC'), ('봤', 'VX+EP'), ('지만', 'EC')]"
2,"[('우테', 'NNP'), ('코', 'NNG')]"
2,"[('코드', 'NNG'), ('스쿼드', 'NNP')]"
2,"[('부스트', 'NNP'), ('캠프', 'NNP'), ('는', 'JX')]"
2,"[('시기', 'NNG'), ('가', 'JKS')]"
2,"[('안', 'MAG')]"
2,"[('맞', 'VV'), ('아서', 'EC')]"
2,"[('신청', 'NNG'), ('을', 'JKO')]"
2,"[('못', 'MAG'), ('하', 'VV'), ('였', 'EP'), ('습니다', 'EF'), ('8', 'SN'), ('월', 'NNBC'), ('부터', 'JX')]"
2,"[('2', 'SN'), ('월', 'NNBC'), ('까지', 'JX')]"
2,"[('진행', 'NNG'), ('하', 'XSV'), ('는', 'ETM')]"
2,"[('코드', 'NNG')]"
2,"[('스테이', 'NNP'), ('츠', 'NNP')]"
2,"[('백', 'NR'), ('엔드', 'NNG')]"
2,"[('과정', 'NNG'), ('이', 'JKS')]"
2,"[('있', 'VA'), ('어서', 'EC')]"
2,"[('생각', 'NNG')]"
2,"[('중', 'NNG'), ('에', 'JKB')]"
2,"[('있', 'VA'), ('습니다', 'EF'), ('1', 'SN')]"
2,"[('책', 'NNG'), ('과', 'JC')]"
2,"[('인터넷', 'NNG')]"
2,"[('강의', 'NNG'), ('를', 'JKO')]"
2,"[('활용', 'NNG'), ('하', 'XSV'), ('여', 'EC')]"
2,"[('독학', 'NNG'), ('하', 'XSV'), ('기', 'ETN')]"
2,"[('2', 'SN')]"
2,"[('코드', 'NNG')]"
2,"[('스테이', 'NNP'), ('츠', 'NNP')]"
2,"[('백', 'NR'), ('엔드', 'NNG')]"
2,"[('과정', 'NNG')]"
2,"[('수강', 'NNG'), ('하', 'XSV'), ('기', 'ETN')]"
2,"[('현실', 'NNG'), ('적', 'XSN'), ('으로', 'JKB')]"
2,"[('둘', 'NR')]"
2,"[('중', 'NNG'), ('에', 'JKB')]"
2,"[('뭐', 'NP'), ('가', 'JKS')]"
2,"[('나을지', 'VA+EC')]"
2,"[('또는', 'MAJ')]"
2,"[('다른', 'MM')]"
2,"[('좋', 'VA'), ('은', 'ETM')]"
2,"[('공부', 'NNG'), ('방법', 'NNG'), ('이', 'JKS')]"
2,"[('있', 'VA'), ('다면', 'EC')]"
2,"[('혹시', 'MAG')]"
2,"[('의견', 'NNG')]"
2,"[('달', 'VV'), ('아', 'EC'), ('주', 'VX'), ('실', 'EP+ETM')]"
2,"[('수', 'NNG')]"
2,"[('있', 'VA'), ('을까요', 'EC')]"
3,"[('안녕', 'NNG'), ('하', 'XSV'), ('세요', 'EP+EF')]"
3,"[('이렇', 'VA'), ('게', 'EC')]"
3,"[('글', 'NNG'), ('로', 'JKB')]"
3,"[('인사', 'NNG'), ('드리', 'VV'), ('는', 'ETM')]"
3,"[('것', 'NNB'), ('은', 'JX')]"
3,"[('처음', 'NNG'), ('인', 'VCP+ETM')]"
